id,domain,prior_severity,current_status,current_severity,residual_risk,evidence
T-GW-04,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Info,Mitigated-in-code,Info,Negligible: at most a wasted Firestore entitlement read on a revoked token. No security impact; comment now documents the ordering intent.,"functions/src/callables/hermesGateway.ts:823-824 — entitlementCheck started early with void .catch() to avoid unhandled rejection (the detached read). ; functions/src/callables/hermesGateway.ts:828-829,831-836 — revoked/stale client throws 401 (revoked_bearer_token / stale_bearer_token) regardless of the in-flight entitlement read. ; functions/src/callables/hermesGateway.ts:844-857 — Promise.allSettled([PoP, entitlement]); PoP rejection thrown first (no subscription-state leak), entitlement awaited at :857."
T-GW-06,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Info,Mitigated-in-code,Info,None: a dangling token_index entry cannot authorize because the client-doc tokenHash comparison is the source of truth.,"functions/src/callables/hermesGateway.ts:831 — `if (client.tokenHash !== tokenHash)` re-derives and compares against the authoritative client doc; mismatch throws stale_bearer_token (401). ; functions/src/callables/hermesGateway.ts:832-835 — token_index delete is .catch(()=>undefined) best-effort cleanup only; authorization does not depend on it. ; functions/src/callables/hermesGateway.ts:2237-2266 (rotate) writes the new index and best-effort deletes the previous, but resolveGatewayGrant always re-validates against client.tokenHash."
T-GW-07,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Info,Open,Info,"Cosmetic timing oracle only: the token_index lookup is already keyed on the attacker-known hash and both sides are sha256 hex, so it is not a token-recovery vector. Trivially fixable by reusing safeEqualHex; remains unaddressed.",functions/src/callables/hermesGateway.ts:831 — `if (client.tokenHash !== tokenHash)` uses a non-constant-time JS string comparison on sha256 hex. ; functions/src/hermes.ts:19-26 — safeEqualHex() (timingSafeEqual) exists and is imported (hermesGateway.ts:59); used for PoP body-hash at hermesGateway.ts:720 but NOT for the tokenHash compare. ; git show 5416ef780:functions/src/callables/hermesGateway.ts:831 identical — no remediation since baseline.
T-IOS-10,iOS/Apple (T-IOS),,Open,Info,Jailbreak bypass,AppDelegate.swift:297-341
MDASH-001,Computer Use / Remote Unlock / Privileged Input (T-TOOL / T-DMN),Critical,Open,Critical,"Launch blocker: panic kill switch is not wired to the root watchdog. The Mac app calls PrivilegedInputKillSwitch.activate() directly, which writes /var/run and fails silently from a non-root user process. The root LaunchDaemon watchdog exists but is unused, so Virtual HID/privileged input continues after panic.","AgentLens/Services/ComputerUse/ComputerUseSessionCoordinator.swift:554-556 — panicHalt calls PrivilegedInputKillSwitch.activate() directly ; OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/PrivilegedInputKillSwitch.swift:8 — productionFlagPath = '/var/run/openburnbar-privileged-input-kill' ; OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/PrivilegedInputKillSwitch.swift:23-30 — activate() writes to /var/run and only logs failure to stderr ; OpenBurnBarDaemon/Sources/OpenBurnBarPrivilegedInputKillSwitchWatchdog/PrivilegedInputKillSwitchWatchdogMain.swift:4-9 — root LaunchDaemon listens on /var/run/openburnbar-killswitch-watch.sock but the app never sends it an activate command"
MDASH-002,Computer Use / Remote Unlock / Privileged Input (T-TOOL / T-DMN),Critical,Open,Critical,"Launch blocker: Remote Unlock capability-token nonce ledger is at /var/run/openburnbar-capability-token-nonces.json. The user LaunchAgent cannot write there, so consume() throws, verifier maps unknown errors to .nonceReplay, and Remote Unlock capability tokens are rejected fail-closed.","OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/RemoteUnlockSetupProbe.swift:29 — capabilityTokenNonceLedgerPath = '/var/run/openburnbar-capability-token-nonces.json' ; OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/CapabilityTokenVerifier.swift:66 — ledger consumed by bridge without network access ; OpenBurnBarDaemon/Sources/OpenBurnBarRemoteAccessAgentCore/PrivilegedInputDispatchHandler.swift:19 — gates input on nonce verification"
MDASH-003,Computer Use / Remote Unlock / Privileged Input (T-TOOL / T-DMN),Critical,Open,Critical,"Launch blocker: Remote Unlock issuer trust material is written to /Library/Application Support/OpenBurnBar/remote_unlock_capability_issuer_trust.json. The user app cannot create files under /Library/Application Support, so the offline leaf verifier has no issuer key and cannot verify tokens.","OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/RemoteUnlockSetupProbe.swift:26-27 — capabilityTokenIssuerTrustPath = '/Library/Application Support/OpenBurnBar/remote_unlock_capability_issuer_trust.json' ; AgentLens/Services/ComputerUse/Mac/RemoteUnlockCapabilitySigningKeyStore.swift:35-42 — publishIssuerTrust() writes from the user app"
MDASH-004,Cloud Authz / Rules / Callable surface (T-AZ / T-GW),High,Open,High,"Trust/data-destructive callables use only Auth + App Check, not high-risk nonce + trusted-device proof: approveHermesGatewayDeviceGrant, connectProviderAccount/connectProviderCredential/connectHostedQuotaAccount/connectSelfHostedQuotaAccount/updateProviderAccount, exportUserData, deleteUserCloudData, revokeAllAccess, revokeRemoteMcpClient.","functions/src/callables/hermesGateway.ts:1839-1877 — approveHermesGatewayDeviceGrant calls only enforceAuthAndAppCheck ; functions/src/callables/providerAccounts.ts:43-115,121-162,168-242,255-320,448-524 — provider connect/update callables use only enforceAuthAndAppCheck ; functions/src/callables/dataExport.ts:615-669 — exportUserData uses only enforceAuthAndAppCheck ; functions/src/callables/providerAccounts.ts:631-665 / functions/src/accountDeletion.ts:44-75 — deleteUserCloudData uses only enforceAuthAndAppCheck ; functions/src/callables/panic.ts:152-227 — revokeAllAccess uses only enforceAuthAndAppCheck ; functions/src/callables/remoteMcp.ts:89-104 — revokeRemoteMcpClient uses only enforceAuthAndAppCheck"
MDASH-005,Transport & Pairing / Android (T-TRN / T-PTR / T-AND),High,Open,High,"Android iroh host-key pinning is missing. iOS pins the host key; Android fetches from Firestore and trusts the server-advertised key directly, reopening T-TRN-01 on Android. Android also uses cacheable Firestore source.","OpenBurnBarMobile/Services/IrohRelay/FirestoreIrohPairingPublicKeyProvider.swift:56-80 — iOS calls IrohHostKeyPinStore.verifyOrPin ; android/app/src/main/java/com/openburnbar/data/hermes/relay/HermesIrohRelayTransport.kt:528-539 — Android decodes and returns server key directly, no pin ; grep -r IrohHostKeyPinStore in android/app/src — no matches"
MDASH-006,Crypto / CloudVault / Firestore rules (T-CVS / T-CRY / T-AZ),High,Open,High,"Firestore rules allow same-account CloudVault ciphertext transplant/replay. validCloudSealedPayload accepts global AAD or any regex-matching AAD instead of exact path-bound AAD; validCloudSealedText accepts legacy/no-AAD or any regex AAD. Readers also ignore aadContext for global AAD.","firestore.rules:599-623 — validCloudSealedPayload accepts 'OpenBurnBar-CloudVaultSealedPayload-v2' OR validCloudVaultAAD(value.aad) ; firestore.rules:462-498 — validCloudSealedText accepts no-AAD/legacy or any regex-matching AAD ; firestore.rules:501-506 — validCloudSealedTextAt exists but is not consistently used ; OpenBurnBarCore/Sources/OpenBurnBarCore/SharedModels/CloudVaultCrypto.swift:617-623 — openPayload ignores aadContext when envelope.aad == sealedPayloadAADContext"
MDASH-007,Privacy / Push / Firestore rules (T-PRV / T-AZ),High,Open,High,"users/{uid}/devices is owner-writable with no schema allowlist. A malicious same-user client can inject attacker-controlled fcm_token/voipDeviceToken, causing future agent-reply notifications and call invites to be routed to the attacker.","firestore.rules:2368-2371 — match /users/{userId}/devices/{deviceId} allows create,update with ownerWritableNonSecret only ; functions/src/agentNotifications.ts:345 — fans out agent-reply FCM notifications to every doc in users/{uid}/devices ; functions/src/voipPush.ts:79-89 / functions/src/callables/voipPush.ts:33-34 — resolve voipDeviceToken/fcm_token from users/{uid}/devices/{deviceId}"
MDASH-008,Agentic / Computer Use / Firestore rules (T-AI / T-TOOL / T-AZ),High,Open,High,"Mission/agent-import claiming relies only on escrow device metadata, not a proof from the claiming Mac. A malicious same-user client can set claimedBy to a trusted macOS escrow device ID and progress the mission/write mac-source events.","firestore.rules:1507-1512 — trustedMissionExecutorDevice checks only existence/trustState/platform of the escrow device named by claimedBy ; firestore.rules:1514-1528 — validTrustedMissionHostUpdate lets a client set claimedBy to any trusted macOS escrow device"
MDASH-009,Crypto / CloudVault / Firestore rules (T-CVS / T-AZ),High,Open,High,"Initial cloud_vault_state/current creation is client-writable with no trusted-device gate. A malicious same-user client can race legitimate first-device setup with an arbitrary vaultKeyID, causing vaultKeyMismatch lockout. Delete is denied.","firestore.rules:2169-2207 — initial create allowed when no current state exists, gated only on ownerWritableNonSecret + validVaultKeyID + matchesCurrentVaultKey ; AgentLens/Services/CloudVaultKeyAccess.swift:284-306 — client calls ensureState and throws vaultKeyMismatch on mismatch"
MDASH-010,Cloud authz / Remote MCP / Claims register (T-AZ / T-SC),High,Open,High,"RR-13 claim drift: Cloud Functions Remote MCP token issuers still permit legacy HMAC fallback. SECURITY_CLAIMS_REGISTER.md asserts production refuses to boot unless Ed25519 is configured and HMAC disabled, but only the hosted MCP verifier enforces this.","functions/src/remoteMcpOAuth.ts:27-42 — signRemoteMcpAccessToken prefers Ed25519 but falls back to HMAC ; functions/src/callables/remoteMcp.ts:48-52 — issueRemoteMcpGrant allows either secret to be present ; functions/src/callables/cliLink.ts:180-184 — completeCliLink same ; services/hosted-mcp/src/server.ts:221-224 — assertProductionTokenPosture() only in verifier"
MDASH-011,Agentic / Tools / Local runtime (T-TOOL / T-AI),High,Open,High,"Local agent runtimes inherit the full parent process environment, including OPENBURNBAR_DAEMON_SOCKET_AUTH_TOKEN, OPENBURNBAR_GATEWAY_AUTH_TOKEN, OAuth tokens, SSH_AUTH_SOCK, CI tokens. A prompt-injected or malicious agent can dump and exfiltrate them.","AgentLens/Services/CLIBridge/CLIProcessStreamRunner.swift:174 — process.environment = invocation.environment ; AgentLens/Services/CLIBridge/CLIExecutableResolver.swift:196 — enrichedProcessEnvironment starts from ProcessInfo.processInfo.environment ; AgentLens/Services/ManagedAgentRuntime/ManagedRuntimeProcessRunner.swift:28 — uses same resolver"
MDASH-012,Agentic / Tools / Local runtime (T-TOOL / T-AI),High,Open,High,"Sandboxed shell_run still inherits the full parent environment. Seatbelt confines filesystem writes but not env reads; a restricted shell can run 'env > workspace/leak.txt' to persist tokens.","AgentLens/Services/CLIBridge/OpenAICompatibleChatGatewayClient.swift:766-780 — runProcess creates Process but leaves environment unset, inheriting parent ; AgentLens/Services/CLIBridge/OpenAICompatibleChatGatewayClient.swift:627-642 — workspaceSandboxedShellInvocation builds Seatbelt profile but does not set sanitized environment"
MDASH-013,Transport & Pairing / iOS (T-TRN / T-PTR),High,Open,High,"Iroh host-key safety-number confirmation is default-off on iOS. First-pin is trust-on-first-use; a compromised cloud/relay at first pairing can substitute the host key before the user ever compares a safety number.","OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/IrohHostKeyPinStore.swift:205 — IrohHostKeyPinEnforcementFlag.defaultEnabled = false ; OpenBurnBarMobile/Services/IrohRelay/FirestoreIrohPairingPublicKeyProvider.swift:58-73 — admits first-use or pending key unless flag enabled"
MDASH-014,Agentic / Tools / Computer Use grants (T-TOOL / T-AI),High,Open,High,"Queued agent grants deny first-time devices and have no trust continuity. AgentCapabilityGrantQueueListener applies queued grants with macApprovalSatisfied:false, so any grant beyond workspaceRead is denied; it never re-checks escrow device trustState, so a revoked phone's queued grant may still be applied.","AgentLens/Services/ComputerUse/AgentCapabilityGrantQueueListener.swift:113 — calls apply(request) with default macApprovalSatisfied:false ; AgentLens/Services/ComputerUse/AgentCapabilityGrantStore.swift:95-104 — denies grants beyond workspaceRead without macApprovalSatisfied ; AgentLens/Services/ComputerUse/AgentCapabilityGrantQueueListener.swift:96-114 — no escrow device trust re-check"
MDASH-015,Crypto / CloudVault / Device trust (T-CVS / T-TOOL),High,Open,High,"A single trusted device can rotate the CloudVault key and lock out every other device. rotateCloudVaultKey only requires the caller to be in the survivor set; no requirement to include all trusted devices or a server-generated rotation requirement.","functions/src/callables/cloudVaultRotation.ts:111-334 — survivor check is only that caller is in survivorWrappers; no quorum or all-trusted requirement ; functions/src/callables/cloudVaultRotation.ts:151 — if (!survivorWrappers.some((wrapper) => wrapper.targetDeviceId === callerDeviceId))"
MDASH-016,Agentic / Tools / Computer Use (T-TOOL / T-AI),High,Open,High,"Accessibility revocation is not polled during active Computer Use sessions. ComputerUsePanicHaltCoordinator.accessibilityRevoked() exists but has no timer/polling caller. If a user revokes Accessibility mid-session, execution continues until the next action fails.","AgentLens/Services/ComputerUse/ComputerUsePanicHaltCoordinator.swift:65-69 — accessibilityRevoked() defined but no caller found ; grep for accessibilityRevoked across AgentLens — only the definition"
MDASH-017,Computer Use / Remote Unlock (T-TOOL / T-DMN),High,Open,High,"Remote Unlock credential ack is sent before authority validation. ComputerUseSessionCoordinator sends 'accepted / credential_received' immediately, then validates authority/policy/session/recipient afterwards.","AgentLens/Services/ComputerUse/ComputerUseSessionCoordinator.swift:1536-1568 — sends remoteUnlockResult .accepted ; AgentLens/Services/ComputerUse/ComputerUseSessionCoordinator.swift:1592 — validation occurs after the accepted ack"
MDASH-018,Cloud authz / Endpoint matrix (T-AZ / T-GW),Medium,Open,Medium,"Endpoint authorization matrix mislabels several trigger types: startCliLink/pollCliLink are onRequest HTTP (not callable); onKnowledgeRepoPush is onRequest GitHub webhook (not firestore-trigger); sendVoIPOutbound/sendFcmOutbound are onDocumentCreated triggers (not callable); onUsageWritten is onDocumentWritten trigger (not scheduled).","functions/src/security/endpointAuthorizationMatrix.ts:33-117 — matrix entries ; functions/src/callables/cliLink.ts:39,94 — startCliLink/pollCliLink are onRequest ; functions/src/callables/knowledgeSync.ts:151 — onKnowledgeRepoPush is onRequest ; functions/src/apnsSender.ts:235 — sendVoIPOutbound is onDocumentCreated ; functions/src/fcmAndroidSender.ts:256 — sendFcmOutbound is onDocumentCreated ; functions/src/triggers.ts:26 — onUsageWritten is onDocumentWritten"
MDASH-019,Cloud authz / Endpoint matrix / Computer Use (T-AZ / T-TOOL),Medium,Open,Medium,"Endpoint matrix lacks a high-risk Computer Use enforcement column. It cannot be audited from the matrix which trust/data mutations use enforceHighRiskComputerUseCallableWithNonce / requireTrustedDeviceActionProof, enabling the inconsistent application in MDASH-004.","functions/src/security/endpointAuthorizationMatrix.ts:8-18 — schema has no highRiskComputerUse or riskTier column ; functions/src/security/endpointAuthorizationMatrix.ts:246 — authScopedCallables group has generic negativeBolaTest string"
MDASH-020,Cloud authz / BOLA (T-AZ),Medium,Open,Medium,"No systematic BOLA/cross-user negative tests despite matrix claiming them. endpointAuthorizationMatrix.test.ts only checks non-empty strings, not that tests exist or contain cross-user rejection assertions.","functions/src/__tests__/endpointAuthorizationMatrix.test.ts:30-48 — validates non-empty fields only ; functions/src/security/endpointAuthorizationMatrix.ts:246 — negativeBolaTest: 'endpoint-specific BOLA tests required'"
MDASH-021,Cloud config / High-risk nonce (T-AZ),Medium,Open,Medium,"requireHighRiskNonce production default is untested. config.ts defaults it to looksProd (true in production), but config_l3.test.ts only tests App Check default, not nonce default.","functions/src/config.ts:92-106 — requireHighRiskNonce default ; functions/src/__tests__/config_l3.test.ts — no test for requireHighRiskNonce default"
MDASH-022,Transport & Pairing / Trusted device (T-TRN / T-TOOL),Medium,Open,Medium,"completeHermesPairing and completePiAgentPairing establish persistent agent connections with only Auth + App Check + pairing code, no high-risk nonce or trusted-device proof.","functions/src/callables/hermes.ts:100-239 — completeHermesPairing ; functions/src/callables/piAgent.ts:102-258 — completePiAgentPairing"
MDASH-023,Cloud Authz / Firestore rules / Session logs (T-AZ / T-PRV),Medium,Open,Medium,"session_logs manifest rule exceeds Firestore's 1000-expression limit; valid manifests are rejected and chunks subcollection denies all create/update. session-log-backup.test.js fails and is excluded from CI.","firestore.rules:1921-1930 — session_logs rule ; firestore.rules:357-421 — large validator expression tree ; firestore-rules-tests/session-log-backup.test.js — fails with 'maximum of 1000 expressions to evaluate has been reached'"
MDASH-024,Crypto / CloudVault / Firestore rules (T-CVS / T-AZ),Medium,Open,Medium,"cloud_vault_key_wrappers allows direct client writes with no writer/source binding. Any entitled device can create/update wrappers for any trusted source/target pair.","firestore.rules:2209-2253 — create/update gated on ownerWritableHostedCloudBackup and existence of target/source escrow devices, but no check that authenticated writer is sourceDeviceId or that write is tied to rotation job"
MDASH-025,Transport & Pairing / Android (T-TRN / T-AND),Medium,Open,Medium,"Android iroh host-key fetch uses cacheable Firestore source. A poisoned cached key could become the trusted verifier root.","android/app/src/main/java/com/openburnbar/data/hermes/relay/HermesIrohRelayTransport.kt:532-537 — uses .get() without .source(Source.SERVER)"
MDASH-026,Privacy / Push / VoIP (T-PRV),Medium,Open,Medium,"VoIP/call push exposes unbounded displayName to APNs/FCM. No length bound or sanitization before inclusion in provider payloads.","functions/src/voipPush.ts:42-58 — parses displayName with stringField only ; functions/src/callables/voipPush.ts:39-76 — forwards displayName into APNs/FCM payloads"
MDASH-027,Cloud authz / Agent notifications / Firestore rules (T-AZ / T-PRV),Medium,Open,Medium,"Agent notification reply callable writes sealedSchemaVersion:1 while firestore.rules requires sealedSchemaVersion==2. Admin SDK bypasses rules, but drift undermines the sealed-shape contract.","functions/src/callables/agentNotifications.ts:56 — hardcodes sealedSchemaVersion:1 ; firestore.rules:2412 — requires request.resource.data.sealedSchemaVersion == 2"
MDASH-028,Computer Use / Remote Unlock / Capability tokens (T-TOOL / T-DMN),Medium,Open,Medium,"Remote Unlock capability tokens are not bound to an escrow device or App Check attestation, and scopeHash is not verified. A leaked token could be replayed by another first-party same-UID process for the allowed actionKind within the 30s TTL.","AgentLens/Services/ComputerUse/RemoteUnlockCapabilityTokenBroker.swift:56 — mintRemoteUnlockToken ; OpenBurnBarDaemon/Sources/OpenBurnBarRemoteAccessAgentCore/VirtualHIDBridgeCapabilityGate.swift:58-88 — no scopeHash check ; OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/CapabilityTokenVerifier.swift:183-199 — no scopeHash check"
MDASH-029,Computer Use / Remote Unlock / Capability tokens (T-TOOL / T-DMN),Medium,Open,Medium,"CapabilityTokenVerifier checks actionBudget <= 0 but never decrements it. Current tokens set budget=1 and rely on nonce uniqueness, but future budgets >1 would not enforce multiple-use limits.","OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/CapabilityTokenVerifier.swift:200-201"
MDASH-030,Agentic / Tools / Local runtime (T-TOOL / T-AI),Medium,Open,Medium,"Agent CLI executables are resolved from user-writable directories without code-signature verification. A same-user attacker can drop a trojaned binary earlier in search order.","AgentLens/Services/CLIBridge/CLIExecutableResolver.swift:99-185 — userManagedExecutableSearchDirectories includes ~/.npm-global/bin, ~/.bun/bin, ~/.volta/bin, ~/.asdf/shims, ~/.mise/shims; falls back to login shell PATH"
MDASH-031,Cloud authz / Passkeys (T-AZ),Medium,Open,Medium,"Passkey assertion endpoints lack rate limiting. beginPasskeyAssertion writes a global challenge document with no per-IP/fingerprint rate limit.","functions/src/callables/passkey.ts:206-281"
MDASH-032,Gateway / Attachments / Sealing (T-GW / T-CRY),Medium,Open,Medium,"Hermes attachment init does not enforce relayCapable, unlike message send. A non-relay-capable active client can still call /attachments/init and get a signed upload URL.","functions/src/callables/hermesGateway.ts:1409-1444 — handleAttachmentInit ; functions/src/callables/hermesGateway.ts:1123-1125 — handleMessageSend rejects non-relay-capable clients"
MDASH-033,Gateway / PoP / Canonicalization (T-GW / T-CRY),Medium,Open,Medium,"PoP v2 query canonicalization may disagree with the Python client on non-ASCII/surrogate-pair params. Server uses localeCompare; Python uses UTF-16 code-unit sort. A legitimate v2 request with such params would 401, possibly inducing fallback to PoP v1.","functions/src/callables/hermesGateway.ts:643-654 — canonicalGatewayQueryString ; tools/hermes-platform-burnbar/adapter.py:1035-1054 — _utf16_code_unit_key"
MDASH-034,Privacy / Push metadata (T-PRV),Low,Open,Low,"Agent reply deep link encodes threadId in push payload: burnbar://assistants/{runtime}?threadId={threadId}. Push metadata visible to APNs/FCM includes routing identifiers.","functions/src/agentNotifications.ts:236"
MDASH-035,Provider secrets / Cloud authz (T-AZ / T-PRV),Low,Open,Low,"Provider secret refs use deterministic global collection IDs: ${safeUid}_${safeAccountID}. If rules drift or Admin SDK misconfigures, IDs are enumerable.","functions/src/quota.ts:71-75 — providerAccountSecretRefID ; firestore.rules:1086-1088 — correctly denies client access, but Admin SDK bypasses rules"
MDASH-036,Agentic / Tools / Prompt injection (T-AI / T-TOOL),Low,Open,Low,"CLI prompt sanitizer strips only ASCII control characters 0x00-0x08, 0x0B, 0x0C. ANSI escape sequences, Unicode directional overrides, and zero-width characters remain.","AgentLens/Services/CLIBridge/CLIArgumentBuilder.swift:14-27"
MDASH-037,Cloud authz / Provider accounts (T-AZ),Low,Open,Low,"deleteHostedQuotaCredentials defaults provider to 'codex', which is not a hosted quota provider, causing the callable to fail with invalid-argument rather than deleting a default account.","functions/src/callables/providerAccounts.ts:401-404"
MDASH-038,Cloud authz / Functions consistency (T-AZ),Low,Open,Low,"insightsHostedAnswer uses separate assertAuth/assertAppCheck instead of the standard enforceAuthAndAppCheck helper, making static audit slightly harder though functionally equivalent.","functions/src/insightsHostedAnswer.ts:456-467"
